,median_mz(Da),IQR_mz(ppm),Q1_RT(s),median_RT(s),Q3_RT(s),N_samples,N_ms2-spectra,Q1_silhouette,median_silhouette,Q3_silhouette,Q1_intramodule_cosine,median_intramodule_cosine,Q3_intramodule_cosine,min_mz,max_mz,min_RT(s),max_RT(s),min_silhouette,max_silhouette,min_intramodule_cosine,max_intramodule_cosine,feat_id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X
21,247.10791015625,0.24699798543725765,158.26051261521,158.75557210542,158.97250261404,3.0,3.0,0.98851560251241,0.991299174534812,0.9918335839273391,0.985420286655426,0.9869994521141052,0.9952775239944458,247.10780029296922,247.10791015625,157.864465023042,159.146047020936,0.9868454592989687,0.9921542295628553,0.9848939180374146,0.9980369210243225,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,247.118804931641,0.5229454433221606,126.05717029665,126.21127131078,126.62506916616,3.0,3.0,0.9895138144493103,0.9917573928833008,0.9920983910560608,0.9869292974472046,0.9879522919654846,0.9946829676628113,247.1187642304991,247.1189968438745,125.933889485346,126.956107450464,0.988167667388916,0.9923029899597168,0.9865882992744446,0.9969265460968018,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,247.1285425516045,0.09565417452971801,86.381405855175,89.99380710219,94.04873510692501,2.0,4.0,0.967417299747467,0.9736264646053314,0.9739585965871811,0.9490174651145935,0.9679151773452759,0.985090970993042,247.12852436072632,247.12859267270807,84.036062837595,97.45614234303301,0.9562659621238708,0.9745312750339508,0.9462359547615051,0.9900767207145691,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,247.177734375,0.3730115901207013,231.09155716991998,231.2912260542,235.879800225255,11.0,16.0,0.9357358523059853,0.9515121482516975,0.9613122014961498,0.9314113259315491,0.9546316266059875,0.973700761795044,247.1776084899905,247.1778297424315,230.870950544835,236.36713674165,0.923625815900254,0.9666721175495507,0.903778612613678,0.9847567081451416,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25,248.12540108637,0.9224441934628094,163.5682749996,164.27135803794,164.28944459054998,3.0,3.0,0.4517027735710144,0.6302146911621094,0.6310092210769653,0.27239635586738586,0.27477988600730896,0.8103156089782715,248.12514997191872,248.1255619592226,163.005808568928,164.303913832638,0.34459562301635743,0.6314859390258789,0.2716018557548523,0.9888274669647217,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,248.14609527587902,1.5372787784443536,160.04501518107,161.84220018483,163.25430204963,7.0,12.0,0.9904598891735077,0.992292046546936,0.9941533952951431,0.9864498376846313,0.9926133155822754,0.9974364638328552,248.14568557739287,248.14635473103175,157.315174735557,165.809487677586,0.9856149256229401,0.9948467910289764,0.9820481538772583,0.9985160231590271,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
27,248.900421142578,0.7969623216757512,394.783323133935,394.92485513781,395.060296083435,4.0,4.0,0.6369584798812866,0.6780175268650055,0.7168628424406052,0.6151818037033081,0.6901121735572815,0.7954766750335693,248.900202178955,248.9005104064945,394.676943005091,395.15205767247903,0.6070677280426026,0.7427688777446747,0.47801005840301514,0.8006017208099365,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,249.109460226997,0.5952192697832902,242.14030315974,246.80162599182,251.40874912836,21.0,69.0,0.4536057412624359,0.5501568913459778,0.624101459980011,0.36011379957199097,0.549342691898346,0.692863941192627,249.1093032118774,249.109607159141,198.23417904474,253.057845426576,0.32433754205703735,0.6754507064819336,0.20239029824733734,0.7935840487480164,28.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,249.1570737137625,0.7000974711960765,114.51459630824999,126.57524826621,290.28380003068503,24.0,160.0,0.016257682582363486,0.5997583866119385,0.6404954046010971,0.0,0.3145439326763153,0.9171755909919739,249.1568904680403,249.15724400278134,98.595359195259,473.6019894609356,0.0,0.6437851369380951,0.0,0.9849981069564819,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,249.116989135742,0.554096886316599,144.35079314802,144.5603711853,145.63362410166,12.0,13.0,0.9747748374938965,0.9796237349510193,0.9832562804222107,0.9646229147911072,0.9838629364967346,0.9905509352684021,249.1168262594298,249.1170634138586,143.55207517243198,146.29944608308801,0.9649715065956116,0.9846745371818543,0.9486556649208069,0.9936143159866333,30.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
31,249.1343430756665,0.31058082163117173,101.97788664198,104.50503363704999,106.98070212699,2.0,4.0,0.9892957508563995,0.9910499453544617,0.9924180805683136,0.9870316386222839,0.9901312589645386,0.9922845363616943,249.13427245881465,249.13439253497964,101.52617904044399,107.308861316214,0.9881603717803955,0.9928585529327393,0.9862880706787109,0.9976075291633606,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32,249.159454345703,0.38434182139744016,139.37936010456002,142.62564709284,144.68509521582,8.0,15.0,0.7648091912269592,0.8407710790634155,0.8674365282058716,0.7569198608398438,0.8196860551834106,0.8846165537834167,249.15925886082388,249.1595878857168,136.95122888184,154.249248815526,0.7514079451560974,0.8777785658836365,0.6941351294517517,0.9402934312820435,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
